21.12.2020 0:00;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:01;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:01;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:02;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:02;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:03;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:03;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:04;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:04;Выкл;Нет;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:05;Выкл;Нет;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:05;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:06;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:06;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:07;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:07;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:08;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:08;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:09;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:09;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:10;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:10;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:11;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:11;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:12;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:12;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:13;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:13;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:14;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:14;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:15;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:15;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:16;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:16;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:17;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:17;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:18;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078;
21.12.2020 0:18;Выкл;Нет;Нет;24;0;0;0;С;0;0;0;0;3078
21.12.2020 0:19;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078
21.12.2020 0:19;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078
21.12.2020 0:20;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078
21.12.2020 0:20;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078
21.12.2020 0:21;Выкл;Роуминг;Нет;24;0;0;0;С;0;0;0;0;3078
21.12.2020 0:21;Выкл;Роуминг;Нет;23.8;0;0;0;С;0;0;0;0;3078
21.12.2020 0:22;Выкл;Роуминг;Нет;23.8;0;0;0;С;0;0;0;0;3077
21.12.2020 0:22;Выкл;Роуминг;Нет;23.8;0;0;0;С;0;0;0;0;3077
21.12.2020 0:23;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:23;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:24;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:24;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:25;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:25;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:26;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:26;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:27;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:27;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:28;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:28;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:29;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:29;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:30;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:30;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:31;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:31;Выкл;Нет;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:32;Выкл;Нет;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:32;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:33;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:33;Выкл;Нет;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:34;Выкл;Нет;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:34;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:35;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:35;Выкл;Нет;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:36;Выкл;Нет;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:36;Выкл;Нет;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:37;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:37;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:38;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:38;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:39;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:39;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:40;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:40;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:41;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:41;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:42;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:42;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:43;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:43;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:44;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:44;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:45;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:45;Выкл;Роуминг;Нет;23.7;0;0;0;С;0;0;0;0;3077
21.12.2020 0:46;Выкл;Роуминг;Нет;23.9;0;0;0;С;0;0;0;0;3077
